time,delay,data_value,
210,2021-07-07 13:20:18.215095,720,
211,2021-07-07 13:20:18.264129,49034,
3,2021-07-07 13:20:18.265014,885,
2,2021-07-07 13:20:18.265945,931,
0,2021-07-07 13:20:18.314734,48789,
198,2021-07-07 13:20:18.316085,1351,
197,2021-07-07 13:20:18.317219,1134,
198,2021-07-07 13:20:18.364738,47519,
234,2021-07-07 13:20:18.365719,981,
233,2021-07-07 13:20:18.367027,1308,
235,2021-07-07 13:20:18.415020,47993,
214,2021-07-07 13:20:18.416520,1500,
216,2021-07-07 13:20:18.417608,1088,
216,2021-07-07 13:20:18.465265,47657,
224,2021-07-07 13:20:18.466363,1098,
222,2021-07-07 13:20:18.472189,5826,
222,2021-07-07 13:20:18.514644,42455,
57,2021-07-07 13:20:18.515995,1351,
57,2021-07-07 13:20:18.517300,1305,
55,2021-07-07 13:20:18.564568,47268,
16,2021-07-07 13:20:18.566026,1458,
17,2021-07-07 13:20:18.567021,995,
17,2021-07-07 13:20:18.614854,47833,
49,2021-07-07 13:20:18.616165,1311,
51,2021-07-07 13:20:18.617418,1253,
52,2021-07-07 13:20:18.663346,45928,
224,2021-07-07 13:20:18.663892,546,
225,2021-07-07 13:20:18.664391,499,
224,2021-07-07 13:20:18.715008,50617,
229,2021-07-07 13:20:18.716784,1776,
227,2021-07-07 13:20:18.717937,1153,
227,2021-07-07 13:20:18.765148,47211,
239,2021-07-07 13:20:18.766704,1556,
241,2021-07-07 13:20:18.767657,953,
240,2021-07-07 13:20:18.814873,47216,
225,2021-07-07 13:20:18.815903,1030,
225,2021-07-07 13:20:18.817389,1486,
225,2021-07-07 13:20:18.864566,47177,
207,2021-07-07 13:20:18.865968,1402,
208,2021-07-07 13:20:18.872169,6201,
208,2021-07-07 13:20:18.914664,42495,
7,2021-07-07 13:20:18.915942,1278,
7,2021-07-07 13:20:18.917217,1275,
6,2021-07-07 13:20:18.964883,47666,
21,2021-07-07 13:20:18.966064,1181,
20,2021-07-07 13:20:18.967102,1038,
19,2021-07-07 13:20:19.014581,47479,
31,2021-07-07 13:20:19.015830,1249,
32,2021-07-07 13:20:19.017227,1397,
32,2021-07-07 13:20:19.064593,47366,
38,2021-07-07 13:20:19.065720,1127,
38,2021-07-07 13:20:19.067012,1292,
39,2021-07-07 13:20:19.114561,47549,
194,2021-07-07 13:20:19.115945,1384,
195,2021-07-07 13:20:19.117662,1717,
196,2021-07-07 13:20:19.164670,47008,
248,2021-07-07 13:20:19.166126,1456,
248,2021-07-07 13:20:19.167381,1255,
249,2021-07-07 13:20:19.214683,47302,
236,2021-07-07 13:20:19.216383,1700,
238,2021-07-07 13:20:19.217289,906,
237,2021-07-07 13:20:19.264524,47235,
186,2021-07-07 13:20:19.265788,1264,
185,2021-07-07 13:20:19.267117,1329,
186,2021-07-07 13:20:19.315198,48081,
36,2021-07-07 13:20:19.316326,1128,
37,2021-07-07 13:20:19.317667,1341,
39,2021-07-07 13:20:19.364973,47306,
217,2021-07-07 13:20:19.366298,1325,
217,2021-07-07 13:20:19.367415,1117,
215,2021-07-07 13:20:19.413175,45760,
253,2021-07-07 13:20:19.413577,402,
252,2021-07-07 13:20:19.413911,334,
252,2021-07-07 13:20:19.462796,48885,
71,2021-07-07 13:20:19.463336,540,
71,2021-07-07 13:20:19.463703,367,
72,2021-07-07 13:20:19.512878,49175,
209,2021-07-07 13:20:19.513247,369,
209,2021-07-07 13:20:19.520530,7283,
210,2021-07-07 13:20:19.562824,42294,
48,2021-07-07 13:20:19.563179,355,
48,2021-07-07 13:20:19.563700,521,
47,2021-07-07 13:20:19.612886,49186,
25,2021-07-07 13:20:19.613229,343,
26,2021-07-07 13:20:19.613689,460,
28,2021-07-07 13:20:19.662836,49147,
253,2021-07-07 13:20:19.663143,307,
254,2021-07-07 13:20:19.663724,581,
254,2021-07-07 13:20:19.712925,49201,
36,2021-07-07 13:20:19.713303,378,
37,2021-07-07 13:20:19.713722,419,
38,2021-07-07 13:20:19.762844,49122,
223,2021-07-07 13:20:19.763328,484,
222,2021-07-07 13:20:19.763701,373,
223,2021-07-07 13:20:19.812895,49194,
3,2021-07-07 13:20:19.813318,423,
2,2021-07-07 13:20:19.813691,373,
2,2021-07-07 13:20:19.863555,49864,
253,2021-07-07 13:20:19.864394,839,
254,2021-07-07 13:20:19.865199,805,
252,2021-07-07 13:20:19.914586,49387,
9,2021-07-07 13:20:19.916027,1441,
11,2021-07-07 13:20:19.917250,1223,
12,2021-07-07 13:20:19.964520,47270,
196,2021-07-07 13:20:19.965928,1408,
196,2021-07-07 13:20:19.967022,1094,
195,2021-07-07 13:20:20.014941,47919,
19,2021-07-07 13:20:20.016403,1462,
19,2021-07-07 13:20:20.017882,1479,
19,2021-07-07 13:20:20.064793,46911,
228,2021-07-07 13:20:20.066176,1383,
227,2021-07-07 13:20:20.067555,1379,
225,2021-07-07 13:20:20.114897,47342,
247,2021-07-07 13:20:20.116067,1170,
248,2021-07-07 13:20:20.117930,1863,
249,2021-07-07 13:20:20.164783,46853,
254,2021-07-07 13:20:20.166559,1776,
253,2021-07-07 13:20:20.172312,5753,
253,2021-07-07 13:20:20.215362,43050,
237,2021-07-07 13:20:20.216678,1316,
238,2021-07-07 13:20:20.218124,1446,
237,2021-07-07 13:20:20.264915,46791,
33,2021-07-07 13:20:20.266203,1288,
33,2021-07-07 13:20:20.267784,1581,
32,2021-07-07 13:20:20.314854,47070,
37,2021-07-07 13:20:20.316162,1308,
34,2021-07-07 13:20:20.317893,1731,
34,2021-07-07 13:20:20.365060,47167,
20,2021-07-07 13:20:20.368522,3462,
19,2021-07-07 13:20:20.369179,657,
19,2021-07-07 13:20:20.414925,45746,
27,2021-07-07 13:20:20.416161,1236,
26,2021-07-07 13:20:20.417145,984,
31,2021-07-07 13:20:20.464189,47044,
189,2021-07-07 13:20:20.465101,912,
190,2021-07-07 13:20:20.465896,795,
189,2021-07-07 13:20:20.512948,47052,
20,2021-07-07 13:20:20.513242,294,
20,2021-07-07 13:20:20.513771,529,
19,2021-07-07 13:20:20.563378,49607,
228,2021-07-07 13:20:20.563877,499,
229,2021-07-07 13:20:20.571355,7478,
230,2021-07-07 13:20:20.614565,43210,
218,2021-07-07 13:20:20.615819,1254,
217,2021-07-07 13:20:20.617171,1352,
217,2021-07-07 13:20:20.665008,47837,
253,2021-07-07 13:20:20.666781,1773,
254,2021-07-07 13:20:20.668065,1284,
255,2021-07-07 13:20:20.715418,47353,
242,2021-07-07 13:20:20.716685,1267,
243,2021-07-07 13:20:20.717925,1240,
241,2021-07-07 13:20:20.764571,46646,
67,2021-07-07 13:20:20.765950,1379,
67,2021-07-07 13:20:20.767103,1153,
68,2021-07-07 13:20:20.814637,47534,
225,2021-07-07 13:20:20.815985,1348,
225,2021-07-07 13:20:20.817271,1286,
224,2021-07-07 13:20:20.864772,47501,
42,2021-07-07 13:20:20.866368,1596,
41,2021-07-07 13:20:20.867862,1494,
40,2021-07-07 13:20:20.913947,46085,
24,2021-07-07 13:20:20.915068,1121,
24,2021-07-07 13:20:20.915916,848,
24,2021-07-07 13:20:20.964745,48829,
254,2021-07-07 13:20:20.966109,1364,
255,2021-07-07 13:20:20.967263,1154,
0,2021-07-07 13:20:21.014558,47295,
26,2021-07-07 13:20:21.015979,1421,
26,2021-07-07 13:20:21.017429,1450,
27,2021-07-07 13:20:21.064537,47108,
222,2021-07-07 13:20:21.065960,1423,
221,2021-07-07 13:20:21.067220,1260,
221,2021-07-07 13:20:21.114513,47293,
33,2021-07-07 13:20:21.115887,1374,
31,2021-07-07 13:20:21.117291,1404,
31,2021-07-07 13:20:21.164637,47346,
239,2021-07-07 13:20:21.165957,1320,
239,2021-07-07 13:20:21.167267,1310,
239,2021-07-07 13:20:21.215093,47826,
220,2021-07-07 13:20:21.215922,829,
221,2021-07-07 13:20:21.217322,1400,
219,2021-07-07 13:20:21.264616,47294,
30,2021-07-07 13:20:21.265902,1286,
31,2021-07-07 13:20:21.267210,1308,
31,2021-07-07 13:20:21.313900,46690,
234,2021-07-07 13:20:21.314441,541,
234,2021-07-07 13:20:21.321130,6689,
234,2021-07-07 13:20:21.363163,42033,
10,2021-07-07 13:20:21.363391,228,
14,2021-07-07 13:20:21.363691,300,
14,2021-07-07 13:20:21.412827,49136,
15,2021-07-07 13:20:21.413229,402,
7,2021-07-07 13:20:21.413720,491,
244,2021-07-07 13:20:21.464673,50953,
10,2021-07-07 13:20:21.466005,1332,
9,2021-07-07 13:20:21.467361,1356,
9,2021-07-07 13:20:21.514656,47295,
252,2021-07-07 13:20:21.516137,1481,
252,2021-07-07 13:20:21.517553,1416,
252,2021-07-07 13:20:21.564901,47348,
247,2021-07-07 13:20:21.566494,1593,
246,2021-07-07 13:20:21.567824,1330,
245,2021-07-07 13:20:21.614778,46954,
253,2021-07-07 13:20:21.616377,1599,
253,2021-07-07 13:20:21.617792,1415,
253,2021-07-07 13:20:21.663414,45622,
17,2021-07-07 13:20:21.664054,640,
17,2021-07-07 13:20:21.664534,480,
15,2021-07-07 13:20:21.713008,48474,
237,2021-07-07 13:20:21.713268,260,
236,2021-07-07 13:20:21.713752,484,
239,2021-07-07 13:20:21.762956,49204,
14,2021-07-07 13:20:21.763306,350,
12,2021-07-07 13:20:21.763739,433,
10,2021-07-07 13:20:21.813468,49729,
211,2021-07-07 13:20:21.814112,644,
213,2021-07-07 13:20:21.821230,7118,
213,2021-07-07 13:20:21.864587,43357,
248,2021-07-07 13:20:21.865937,1350,
249,2021-07-07 13:20:21.866799,862,
249,2021-07-07 13:20:21.914646,47847,
243,2021-07-07 13:20:21.915885,1239,
242,2021-07-07 13:20:21.917153,1268,
243,2021-07-07 13:20:21.964649,47496,
208,2021-07-07 13:20:21.965964,1315,
206,2021-07-07 13:20:21.967078,1114,
206,2021-07-07 13:20:22.014558,47480,
28,2021-07-07 13:20:22.015697,1139,
27,2021-07-07 13:20:22.017192,1495,
27,2021-07-07 13:20:22.064678,47486,
245,2021-07-07 13:20:22.065984,1306,
245,2021-07-07 13:20:22.067330,1346,
246,2021-07-07 13:20:22.114560,47230,
247,2021-07-07 13:20:22.115829,1269,
248,2021-07-07 13:20:22.117167,1338,
247,2021-07-07 13:20:22.164656,47489,
233,2021-07-07 13:20:22.166020,1364,
234,2021-07-07 13:20:22.167268,1248,
237,2021-07-07 13:20:22.214678,47410,
233,2021-07-07 13:20:22.215581,903,
234,2021-07-07 13:20:22.222170,6589,
232,2021-07-07 13:20:22.264850,42680,
230,2021-07-07 13:20:22.265864,1014,
229,2021-07-07 13:20:22.266185,321,
230,2021-07-07 13:20:22.315166,48981,
6,2021-07-07 13:20:22.316677,1511,
5,2021-07-07 13:20:22.318065,1388,
5,2021-07-07 13:20:22.363287,45222,
247,2021-07-07 13:20:22.363683,396,
253,2021-07-07 13:20:22.364121,438,
255,2021-07-07 13:20:22.412899,48778,
36,2021-07-07 13:20:22.413261,362,
33,2021-07-07 13:20:22.413697,436,
29,2021-07-07 13:20:22.463042,49345,
235,2021-07-07 13:20:22.463526,484,
236,2021-07-07 13:20:22.464043,517,
236,2021-07-07 13:20:22.514723,50680,
251,2021-07-07 13:20:22.516936,2213,
251,2021-07-07 13:20:22.517650,714,
253,2021-07-07 13:20:22.564989,47339,
61,2021-07-07 13:20:22.566205,1216,
60,2021-07-07 13:20:22.567415,1210,
62,2021-07-07 13:20:22.614625,47210,
185,2021-07-07 13:20:22.616070,1445,
185,2021-07-07 13:20:22.617356,1286,
185,2021-07-07 13:20:22.664567,47211,
26,2021-07-07 13:20:22.665980,1413,
27,2021-07-07 13:20:22.667266,1286,
27,2021-07-07 13:20:22.714680,47414,
220,2021-07-07 13:20:22.716070,1390,
219,2021-07-07 13:20:22.717538,1468,
219,2021-07-07 13:20:22.765604,48066,
227,2021-07-07 13:20:22.767594,1990,
227,2021-07-07 13:20:22.768632,1038,
227,2021-07-07 13:20:22.813056,44424,
24,2021-07-07 13:20:22.813297,241,
26,2021-07-07 13:20:22.813777,480,
25,2021-07-07 13:20:22.863810,50033,
209,2021-07-07 13:20:22.864227,417,
208,2021-07-07 13:20:22.864999,772,
216,2021-07-07 13:20:22.914682,49683,
47,2021-07-07 13:20:22.916063,1381,
48,2021-07-07 13:20:22.917435,1372,
47,2021-07-07 13:20:22.964806,47371,
2,2021-07-07 13:20:22.966269,1463,
1,2021-07-07 13:20:22.967748,1479,
1,2021-07-07 13:20:23.014707,46959,
44,2021-07-07 13:20:23.015871,1164,
44,2021-07-07 13:20:23.017098,1227,
44,2021-07-07 13:20:23.064733,47635,
237,2021-07-07 13:20:23.065875,1142,
238,2021-07-07 13:20:23.067188,1313,
238,2021-07-07 13:20:23.114886,47698,
17,2021-07-07 13:20:23.116399,1513,
16,2021-07-07 13:20:23.122686,6287,
15,2021-07-07 13:20:23.162955,40269,
15,2021-07-07 13:20:23.163266,311,
17,2021-07-07 13:20:23.163868,602,
15,2021-07-07 13:20:23.212951,49083,
228,2021-07-07 13:20:23.213186,235,
228,2021-07-07 13:20:23.213839,653,
230,2021-07-07 13:20:23.262903,49064,
30,2021-07-07 13:20:23.263216,313,
32,2021-07-07 13:20:23.263799,583,
37,2021-07-07 13:20:23.314675,50876,
224,2021-07-07 13:20:23.316095,1420,
222,2021-07-07 13:20:23.317471,1376,
221,2021-07-07 13:20:23.365089,47618,
30,2021-07-07 13:20:23.366439,1350,
30,2021-07-07 13:20:23.367963,1524,
29,2021-07-07 13:20:23.414663,46700,
250,2021-07-07 13:20:23.416025,1362,
249,2021-07-07 13:20:23.422349,6324,
249,2021-07-07 13:20:23.464616,42267,
244,2021-07-07 13:20:23.465905,1289,
243,2021-07-07 13:20:23.467072,1167,
244,2021-07-07 13:20:23.514757,47685,
17,2021-07-07 13:20:23.515975,1218,
17,2021-07-07 13:20:23.517310,1335,
17,2021-07-07 13:20:23.564543,47233,
205,2021-07-07 13:20:23.565867,1324,
206,2021-07-07 13:20:23.567109,1242,
206,2021-07-07 13:20:23.614600,47491,
29,2021-07-07 13:20:23.615898,1298,
29,2021-07-07 13:20:23.617270,1372,
28,2021-07-07 13:20:23.665361,48091,
227,2021-07-07 13:20:23.667402,2041,
226,2021-07-07 13:20:23.669972,2570,
227,2021-07-07 13:20:23.712964,42992,
238,2021-07-07 13:20:23.713277,313,
235,2021-07-07 13:20:23.713812,535,
241,2021-07-07 13:20:23.762988,49176,
240,2021-07-07 13:20:23.763232,244,
240,2021-07-07 13:20:23.763798,566,
237,2021-07-07 13:20:23.813004,49206,
187,2021-07-07 13:20:23.813242,238,
188,2021-07-07 13:20:23.820332,7090,
188,2021-07-07 13:20:23.863420,43088,
43,2021-07-07 13:20:23.864176,756,
42,2021-07-07 13:20:23.864895,719,
42,2021-07-07 13:20:23.913496,48601,
185,2021-07-07 13:20:23.913870,374,
186,2021-07-07 13:20:23.914490,620,
184,2021-07-07 13:20:23.963532,49042,
249,2021-07-07 13:20:23.964043,511,
249,2021-07-07 13:20:23.964743,700,
249,2021-07-07 13:20:24.014864,50121,
209,2021-07-07 13:20:24.016381,1517,
208,2021-07-07 13:20:24.017684,1303,
209,2021-07-07 13:20:24.064856,47172,
1,2021-07-07 13:20:24.066191,1335,
1,2021-07-07 13:20:24.067129,938,
2,2021-07-07 13:20:24.114945,47816,
33,2021-07-07 13:20:24.116254,1309,
32,2021-07-07 13:20:24.121825,5571,
31,2021-07-07 13:20:24.162947,41122,
8,2021-07-07 13:20:24.163293,346,
9,2021-07-07 13:20:24.163860,567,
7,2021-07-07 13:20:24.212953,49093,
39,2021-07-07 13:20:24.213186,233,
40,2021-07-07 13:20:24.213818,632,
42,2021-07-07 13:20:24.263732,49914,
33,2021-07-07 13:20:24.264240,508,
33,2021-07-07 13:20:24.264955,715,
33,2021-07-07 13:20:24.314738,49783,
17,2021-07-07 13:20:24.315950,1212,
17,2021-07-07 13:20:24.317312,1362,
18,2021-07-07 13:20:24.364665,47353,
230,2021-07-07 13:20:24.366021,1356,
229,2021-07-07 13:20:24.367350,1329,
229,2021-07-07 13:20:24.414612,47262,
10,2021-07-07 13:20:24.415904,1292,
10,2021-07-07 13:20:24.422351,6447,
9,2021-07-07 13:20:24.464659,42308,
219,2021-07-07 13:20:24.465929,1270,
217,2021-07-07 13:20:24.467152,1223,
219,2021-07-07 13:20:24.514984,47832,
226,2021-07-07 13:20:24.516493,1509,
227,2021-07-07 13:20:24.517944,1451,
227,2021-07-07 13:20:24.563430,45486,
21,2021-07-07 13:20:24.563581,151,
25,2021-07-07 13:20:24.563802,221,
39,2021-07-07 13:20:24.612976,49174,
220,2021-07-07 13:20:24.613307,331,
